,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms),Id
274,186.86835,186.86835,189.03386,186.20973,Id_275
275,244.9508,244.9508,244.19267,244.7909,Id_276
276,214.4169,214.4169,212.2871,214.81181,Id_277
277,169.31383,169.31383,168.21738,168.79453,Id_278
278,212.26233,212.26233,213.0135,211.55788,Id_279
279,178.41884,178.41884,178.10493,177.34293,Id_280
280,214.46274,214.46274,215.68526,213.6276,Id_281
281,184.2932,184.2932,185.85849,186.85669,Id_282
282,186.92033,186.92033,187.3227,186.52954,Id_283
283,296.6296,296.6296,296.85522,296.29742,Id_284
284,229.6353,229.6353,233.35875,230.85237,Id_285
285,195.11024,195.11024,195.16214,196.8085,Id_286
286,180.60553,180.60553,180.3157,180.02391,Id_287
287,184.76678,184.76678,186.2452,185.61018,Id_288
288,179.9109,179.9109,179.74713,180.64545,Id_289
289,296.35287,296.35287,295.83817,296.64145,Id_290
290,195.01567,195.01567,196.03076,195.99709,Id_291
291,267.61526,267.61526,267.66406,267.2325,Id_292
292,199.51128,199.51128,197.94254,195.35843,Id_293
293,264.1061,264.1061,264.2082,264.27704,Id_294
294,209.58078,209.58078,208.5734,208.75168,Id_295
295,194.07912,194.07912,193.94218,193.19838,Id_296
296,228.4379,228.4379,227.84148,227.18736,Id_297
297,335.51505,335.51505,335.72418,336.01428,Id_298
298,197.8476,197.8476,197.13947,199.40399,Id_299
299,306.9886,306.9886,307.31088,307.60663,Id_300
300,305.9507,305.9507,306.08398,307.02582,Id_301
301,252.98485,252.98485,252.97963,253.64574,Id_302
302,299.83963,299.83963,300.0523,299.71204,Id_303
303,215.1174,215.1174,213.80707,214.32622,Id_304
304,225.73463,225.73463,224.55894,224.60075,Id_305
305,231.04608,231.04608,230.74828,228.68127,Id_306
306,220.15796,220.15796,219.55234,219.76305,Id_307
307,195.36833,195.36833,194.6517,194.3025,Id_308
308,175.70146,175.70146,174.69905,175.31897,Id_309
309,172.88782,172.88782,173.88747,172.34558,Id_310
310,261.6914,261.6914,261.7108,261.60617,Id_311
311,134.58092,134.58092,135.1203,133.81471,Id_312
312,176.13786,176.13786,176.1491,176.15346,Id_313
313,171.86482,171.86482,172.41452,171.07257,Id_314
314,158.6041,158.6041,158.43526,158.91022,Id_315
315,156.2897,156.2897,158.20909,157.35179,Id_316
316,205.1975,205.1975,204.62701,205.1114,Id_317
317,302.96756,302.96756,302.74692,303.336,Id_318
318,210.23543,210.23543,211.42375,212.0529,Id_319
319,172.24562,172.24562,173.09515,173.00827,Id_320
320,203.7748,203.7748,205.60457,205.76859,Id_321
321,168.48561,168.48561,168.0774,168.89018,Id_322
322,284.9606,284.9606,285.15012,285.76645,Id_323
323,171.41364,171.41364,171.5806,171.39185,Id_324
324,182.34106,182.34106,181.08199,181.14084,Id_325
325,172.16441,172.16441,171.04128,171.89378,Id_326
326,138.84134,138.84134,137.86128,139.04541,Id_327
327,175.64891,175.64891,175.67198,177.30078,Id_328
328,174.25085,174.25085,178.65271,179.0122,Id_329
329,183.0113,183.0113,182.89343,185.59653,Id_330
330,164.14809,164.14809,163.43771,163.7412,Id_331
331,197.91606,197.91606,197.33812,197.92426,Id_332
332,222.58514,222.58514,224.04654,224.55815,Id_333
333,182.86238,182.86238,182.79637,183.14044,Id_334
334,182.23376,182.23376,181.70065,181.95407,Id_335
335,274.96164,274.96164,274.6037,274.7912,Id_336
336,180.92348,180.92348,181.1739,180.35338,Id_337
337,152.85927,152.85927,154.10625,151.78693,Id_338
338,234.03073,234.03073,234.514,233.4961,Id_339
339,192.5435,192.5435,194.32605,194.12099,Id_340
340,209.15584,209.15584,210.30695,209.65662,Id_341
341,213.72237,213.72237,213.22057,213.76753,Id_342
342,202.68762,202.68762,202.04074,200.52977,Id_343
343,199.93208,199.93208,200.74422,199.90967,Id_344
344,198.73776,198.73776,198.1538,197.40115,Id_345
345,264.43152,264.43152,264.48892,264.49817,Id_346
346,249.94588,249.94588,250.0595,250.40611,Id_347
347,212.9789,212.9789,214.99933,217.8793,Id_348
348,195.53056,195.53056,194.58313,195.67772,Id_349
349,341.54504,341.54504,341.76074,342.65274,Id_350
350,254.66751,254.66751,257.69232,260.5677,Id_351
351,247.88632,247.88632,252.80875,253.88982,Id_352
352,269.72638,269.72638,270.046,267.79327,Id_353
353,254.0689,254.0689,253.70032,251.16676,Id_354
354,290.4427,290.4427,290.03772,291.3436,Id_355
355,296.1565,296.1565,297.598,296.73834,Id_356
356,250.45381,250.45381,251.22653,252.14177,Id_357
357,377.1225,377.1225,377.4773,376.33377,Id_358
358,254.51393,254.51393,253.57495,254.60345,Id_359
359,206.0851,206.0851,207.53427,205.95088,Id_360
360,165.59213,165.59213,168.7357,167.90062,Id_361
361,218.54729,218.54729,217.3078,219.6121,Id_362
362,220.3835,220.3835,220.29996,221.27327,Id_363
363,332.8709,332.8709,333.0314,333.91925,Id_364
364,337.31412,337.31412,336.56372,337.7593,Id_365
365,257.53052,257.53052,258.49863,256.75928,Id_366
366,240.98016,240.98016,241.05537,240.41602,Id_367
367,313.56775,313.56775,312.88382,313.3548,Id_368
368,272.59872,272.59872,273.1271,272.61536,Id_369
369,258.14053,258.14053,258.63037,258.7161,Id_370
370,224.35124,224.35124,224.48965,222.66513,Id_371
371,205.11191,205.11191,204.62534,204.97194,Id_372
372,252.94586,252.94586,254.22054,253.82178,Id_373
373,203.27876,203.27876,203.72818,203.79321,Id_374
374,178.06688,178.06688,178.18437,177.39499,Id_375
375,175.85016,175.85016,176.0595,175.53604,Id_376
376,156.08363,156.08363,154.53983,155.63927,Id_377
377,176.26524,176.26524,175.51471,175.74422,Id_378
378,178.54733,178.54733,178.00536,178.34409,Id_379
379,166.90152,166.90152,166.51393,166.55063,Id_380
380,167.43274,167.43274,167.1531,166.16113,Id_381
381,191.38882,191.38882,191.6343,191.4999,Id_382
382,276.71783,276.71783,276.66205,277.39307,Id_383
383,177.83545,177.83545,178.0928,178.63033,Id_384
384,176.67244,176.67244,176.0135,176.86583,Id_385
385,274.61267,274.61267,274.63727,274.986,Id_386
386,242.47435,242.47435,238.33789,240.45325,Id_387
387,173.28801,173.28801,174.85529,174.20294,Id_388
388,270.4962,270.4962,270.65475,270.8381,Id_389
389,197.25179,197.25179,197.02834,196.2621,Id_390
390,209.86981,209.86981,210.62178,210.7078,Id_391
391,260.40076,260.40076,260.21246,260.15997,Id_392
392,149.55399,149.55399,147.65257,148.77644,Id_393
393,217.83464,217.83464,216.83093,218.09987,Id_394
394,223.558,223.558,219.89049,222.41733,Id_395
395,265.00162,265.00162,264.99228,265.46597,Id_396
396,265.22153,265.22153,263.69324,263.09738,Id_397
397,390.0031,390.0031,390.6025,389.753,Id_398
398,378.0169,378.0169,377.7962,378.3677,Id_399
399,205.0682,205.0682,205.78102,204.172,Id_400
400,196.28777,196.28777,196.18364,195.43484,Id_401
401,251.26862,251.26862,251.48976,251.46968,Id_402
402,211.5533,211.5533,210.05693,214.85066,Id_403
403,188.35988,188.35988,187.90034,189.01334,Id_404
404,200.07364,200.07364,199.3329,195.82295,Id_405
405,211.85464,211.85464,212.1083,211.50636,Id_406
406,319.60474,319.60474,320.549,316.32733,Id_407
407,225.48311,225.48311,224.51044,223.503,Id_408
408,267.0172,267.0172,265.795,266.2516,Id_409
409,211.40701,211.40701,213.0996,216.02127,Id_410
410,158.8615,158.8615,158.01666,158.98398,Id_411
411,177.92203,177.92203,177.87749,177.12999,Id_412
412,182.33252,182.33252,182.30786,181.98492,Id_413
413,168.78893,168.78893,167.99956,168.6743,Id_414
414,216.7277,216.7277,216.86653,218.6921,Id_415
415,168.08354,168.08354,167.95416,168.19212,Id_416
416,168.2535,168.2535,168.2055,168.27751,Id_417
417,268.33325,268.33325,267.79724,267.34717,Id_418
418,181.77605,181.77605,183.72276,184.82147,Id_419
419,195.01198,195.01198,194.30367,196.38715,Id_420
420,163.95375,163.95375,163.6403,162.69322,Id_421
421,174.07387,174.07387,172.72205,173.02164,Id_422
422,298.32538,298.32538,297.90253,297.96783,Id_423
423,165.02539,165.02539,163.29114,162.96524,Id_424
424,184.03021,184.03021,181.77748,181.53629,Id_425
425,197.12495,197.12495,196.35085,197.08153,Id_426
426,193.8216,193.8216,195.05632,195.05714,Id_427
427,296.20422,296.20422,296.1755,296.1382,Id_428
428,290.06537,290.06537,290.05908,289.79248,Id_429
429,192.53424,192.53424,193.56354,192.41728,Id_430
430,201.45934,201.45934,201.00134,200.58638,Id_431
431,199.44647,199.44647,200.25996,199.84645,Id_432
432,209.89047,209.89047,210.5969,210.84843,Id_433
433,264.23578,264.23578,264.33908,264.38696,Id_434
434,261.1431,261.1431,261.24857,261.58145,Id_435
435,198.24701,198.24701,198.62325,198.21417,Id_436
436,184.33357,184.33357,183.94006,183.50665,Id_437
437,260.12534,260.12534,261.43015,259.5421,Id_438
438,224.75813,224.75813,224.21297,226.32541,Id_439
439,231.00247,231.00247,228.27444,228.00143,Id_440
440,260.69348,260.69348,261.06708,262.01913,Id_441
441,185.22084,185.22084,185.2989,184.82516,Id_442
442,226.05176,226.05176,229.24922,227.4885,Id_443
443,325.11432,325.11432,325.1649,325.09064,Id_444
444,220.85013,220.85013,220.61516,221.75493,Id_445
445,210.07878,210.07878,208.41132,208.29643,Id_446
446,313.62344,313.62344,313.40225,313.36218,Id_447
447,324.59894,324.59894,325.64642,325.63687,Id_448
448,172.73376,172.73376,172.75523,172.73483,Id_449
449,311.26016,311.26016,312.09824,312.02606,Id_450
450,167.61137,167.61137,165.25525,169.27135,Id_451
451,272.73352,272.73352,272.87048,272.7756,Id_452
452,225.0342,225.0342,223.22433,222.31076,Id_453
453,233.91795,233.91795,235.1534,236.14418,Id_454
454,258.82632,258.82632,258.58994,258.8764,Id_455
455,169.30748,169.30748,167.86847,169.03157,Id_456
456,175.05542,175.05542,175.61673,175.09877,Id_457
457,261.73813,261.73813,261.58432,261.79846,Id_458
458,64.88835,64.88835,65.113174,65.363945,Id_459
459,47.507854,47.507854,48.54545,47.182465,Id_460
460,42.793568,42.793568,42.86872,42.897434,Id_461
461,47.38402,47.38402,47.366615,47.073914,Id_462
462,67.10068,67.10068,67.05983,67.07471,Id_463
463,39.622704,39.622704,39.52434,39.197742,Id_464
464,26.066679,26.066679,26.012802,25.708176,Id_465
465,26.392305,26.392305,26.252396,26.445591,Id_466
466,26.156734,26.156734,26.88677,26.597866,Id_467
467,73.81244,73.81244,74.62329,73.16098,Id_468
468,53.430458,53.430458,54.16299,53.582527,Id_469
469,37.07571,37.07571,36.908474,36.973354,Id_470
470,27.88659,27.88659,27.896852,27.622107,Id_471
471,30.77196,30.77196,30.406456,30.230122,Id_472
472,42.253307,42.253307,42.236904,41.94388,Id_473
473,48.537163,48.537163,49.098564,48.54791,Id_474
474,136.66638,136.66638,135.83281,136.66074,Id_475
475,128.39247,128.39247,128.60918,128.62119,Id_476
476,39.404587,39.404587,39.305336,39.50241,Id_477
477,53.058075,53.058075,52.972786,53.18568,Id_478
478,46.727615,46.727615,46.21281,46.2831,Id_479
479,73.77512,73.77512,72.683815,75.3066,Id_480
480,35.13247,35.13247,35.01818,35.059856,Id_481
481,46.450058,46.450058,46.218464,46.104107,Id_482
482,74.54429,74.54429,75.29762,74.71642,Id_483
483,71.953514,71.953514,72.13987,72.17174,Id_484
484,50.0643,50.0643,50.490597,50.466652,Id_485
485,87.9729,87.9729,87.6383,87.58844,Id_486
486,22.13546,22.13546,22.0894,21.99729,Id_487
487,27.935396,27.935396,28.495893,28.914248,Id_488
488,37.17478,37.17478,37.289555,37.887093,Id_489
489,78.31922,78.31922,78.51963,78.02241,Id_490
490,37.365574,37.365574,36.85968,37.57816,Id_491
491,42.768066,42.768066,42.546738,42.497356,Id_492
492,31.718153,31.718153,32.034714,32.260674,Id_493
493,71.05687,71.05687,70.763,70.1226,Id_494
494,25.695654,25.695654,25.802616,25.715967,Id_495
495,28.85008,28.85008,28.944729,29.119902,Id_496
496,36.427753,36.427753,36.357807,36.619263,Id_497
497,32.981976,32.981976,33.47975,33.13294,Id_498
498,35.447075,35.447075,35.64177,35.39256,Id_499
499,41.51204,41.51204,40.744736,41.462337,Id_500
500,36.171562,36.171562,35.821083,36.008995,Id_501
501,127.625206,127.625206,128.29784,127.951385,Id_502
502,40.608963,40.608963,40.844707,40.89129,Id_503
503,32.1455,32.1455,32.088825,31.974731,Id_504
504,67.238525,67.238525,67.035355,66.91102,Id_505
505,32.202538,32.202538,32.128036,32.137474,Id_506
506,65.53857,65.53857,65.536026,65.52117,Id_507
507,66.90072,66.90072,66.828636,66.835106,Id_508
508,69.17809,69.17809,69.19222,69.13053,Id_509
509,21.546204,21.546204,21.308653,21.422403,Id_510
510,41.255676,41.255676,40.90438,40.912506,Id_511
511,41.005436,41.005436,41.198498,41.05452,Id_512
512,31.871796,31.871796,31.952684,31.40446,Id_513
513,23.599085,23.599085,23.149904,23.60153,Id_514
514,27.866877,27.866877,28.01097,27.885548,Id_515
515,39.805153,39.805153,39.607124,39.228672,Id_516
516,49.63956,49.63956,49.765675,49.7119,Id_517
